Real,Evento,año,mes,Tipo de Evento,Origen,N.º Cámara,Cámaras,Direccion 0,Direccion,Resultado,CIUDAD,PROVINCIA,PAIS,ENLACE,Longitud y Latitud,,,
17855,1,2024,7,Robo/Hurto Automotor,CATE 911,5315,SIN,Catamarca,Avenida Colon,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Catamarca y Avenida Colon , Buenos Aires , Argentina,-38.00056, -57.55537
17857,1,2024,7,Robo/Hurto Automotor,CATE 911,5316,SIN,De La Plaza Fortunato,Luis Vernet,No Asiste,Mar del Plata,Buenos Aires,Argentina,De La Plaza Fortunato y Luis Vernet , Buenos Aires , Argentina,-38.05962, -57.55188
17858,1,2024,7,Robo/Hurto Automotor,CATE 911,5317,SIN,La Pampa,Avenida Pedro Luro,No Asiste,Mar del Plata,Buenos Aires,Argentina,La Pampa y Avenida Pedro Luro , Buenos Aires , Argentina,-37.98995, -57.56339
17860,1,2024,7,Robo/Hurto Automotor,CATE 911,5318,SIN,Avenida Vertiz,Juana Manso,No Asiste,Mar del Plata,Buenos Aires,Argentina,Avenida Vertiz y Juana Manso , Buenos Aires , Argentina,-37.965546, -57.5534873
17861,1,2024,7,Robo/Hurto Automotor,CATE 911,5319,SIN,Florencio Sanchez,Puan,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Florencio Sanchez y Puan , Buenos Aires , Argentina,-38.03476, -57.58841
17871,1,2024,7,Robo/Hurto Automotor,CATE 911,5320,SIN,Genova,Osvaldo Magnasco,Hallazgo Automotor,Mar del Plata,Buenos Aires,Argentina,Genova y Osvaldo Magnasco , Buenos Aires , Argentina,-38.02562, -57.60396
17872,1,2024,7,Robo/Hurto Automotor,CATE 911,5321,SIN,Salta,Venticinco de 05,No Asiste,Mar del Plata,Buenos Aires,Argentina,Salta y Venticinco de 05 , Buenos Aires , Argentina,-37.99412, -57.55267
17879,1,2024,7,Robo/Hurto Automotor,CATE 911,5322,SIN,Avenida Pedro Luro,Corrientes,No Asiste,Mar del Plata,Buenos Aires,Argentina,Avenida Pedro Luro y Corrientes , Buenos Aires , Argentina,-38.0001, -57.54323
17883,1,2024,7,Robo/Hurto Automotor,CATE 911,670,CON,Miguel Estanislao Soler,Ciudad De Dolores,No Asiste,Mar del Plata,Buenos Aires,Argentina,Miguel Estanislao Soler y Ciudad De Dolores , Buenos Aires , Argentina,-38.023245, -57.5948315
17884,1,2024,7,Robo/Hurto Automotor,CATE 911,339,CON,Avenida Juan B. Justo,Remedios De Escalada,No Asiste,Mar del Plata,Buenos Aires,Argentina,Avenida Juan B. Justo y Remedios De Escalada , Buenos Aires , Argentina,-37.991873, -57.5909153
17898,1,2024,7,Robo/Hurto Automotor,CATE 911,5323,SIN,Antonio Valentini,Juan Bautista Azopardo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Antonio Valentini y Juan Bautista Azopardo , Buenos Aires , Argentina,-38.03052, -57.57831
17909,1,2024,7,Robo/Hurto Automotor,CATE 911,5324,SIN,Salvador Viva,Bolivar,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Salvador Viva y Bolivar , Buenos Aires , Argentina,-37.95005, -57.64845
17933,1,2024,7,Robo/Hurto Automotor,CATE 911,5325,SIN,Juan Vucetich,Willian C Morris,LPR - Se realiza seguimiento del vehiculo,Mar del Plata,Buenos Aires,Argentina,Juan Vucetich y Willian C Morris , Buenos Aires , Argentina,-38.0638, -57.56018
17943,1,2024,7,Robo/Hurto Automotor,CATE 911,5326,SIN,Tomas Manuel De Anchorena,Carlos Tejedor,LPR - Se realiza seguimiento del vehiculo,Mar del Plata,Buenos Aires,Argentina,Tomas Manuel De Anchorena y Carlos Tejedor , Buenos Aires , Argentina,-37.95064, -57.54163
17972,1,2024,7,Robo/Hurto Automotor,CATE 911,5327,SIN,Avenida Vertiz,Pehuajo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Vertiz y Pehuajo , Buenos Aires , Argentina,-38.0203, -57.59014
17973,1,2024,7,Robo/Hurto Automotor,CATE 911,5328,SIN,Tripulantes Del Fournier,Guernica,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Tripulantes Del Fournier y Guernica , Buenos Aires , Argentina,,
17974,1,2024,7,Robo/Hurto Automotor,CATE 911,5329,SIN,Esteban Gascon,Chile,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Esteban Gascon y Chile , Buenos Aires , Argentina,-37.99161, -57.58037
17976,1,2024,7,Robo/Hurto Automotor,CATE 911,295,CON,Ambrosio Bestoso,Juan Gutenberg,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Ambrosio Bestoso y Juan Gutenberg , Buenos Aires , Argentina,,
17984,1,2024,7,Robo/Hurto Automotor,CATE 911,5330,SIN,Vidal Celestino,De La Plaza Fortunato,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Vidal Celestino y De La Plaza Fortunato , Buenos Aires , Argentina,-38.02796, -57.59388
18000,1,2024,7,Robo/Hurto Automotor,CATE 911,5331,SIN,Cordoba,Manuel Quintana,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Cordoba y Manuel Quintana , Buenos Aires , Argentina,-38.010088, -57.5371577
18046,1,2024,7,Robo/Hurto Automotor,ORIGEN DIFERIDO,5332,SIN,San Luis,Belgrano,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,San Luis y Belgrano , Buenos Aires , Argentina,-38.00053, -57.54918
18056,1,2024,7,Robo/Hurto Automotor,CATE 911,467,CON,12 De octubre,Cipreses,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,45942 y Cipreses , Buenos Aires , Argentina,-38.005710, -57.59577
18057,1,2024,7,Robo/Hurto Automotor,CATE 911,544,CON,Belgrano,La Rioja,No Asiste,Mar del Plata,Buenos Aires,Argentina,Belgrano y La Rioja , Buenos Aires , Argentina,-37.999032, -57.5521837
18061,1,2024,7,Robo/Hurto Automotor,CATE 911,508,CON,Avenida Libertad,Jujuy,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Libertad y Jujuy , Buenos Aires , Argentina,-37.989619, -57.5504221
18070,1,2024,7,Robo/Hurto Automotor,CATE 911,5333,SIN,25 De mayo,20 De Setiembre,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,45802 y 20 De Setiembre , Buenos Aires , Argentina,-38.011749, -57.5427843
18074,1,2024,7,Robo/Hurto Automotor,CATE 911,417,CON,Udine,Hipolito Bouchard,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Udine y Hipolito Bouchard , Buenos Aires , Argentina,-38.031360, -57.5963607
18080,1,2024,7,Robo/Hurto Automotor,CATE 911,5334,SIN,Calabria,Mariano Castex,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Calabria y Mariano Castex , Buenos Aires , Argentina,-38.03399, -57.59627
18083,1,2024,7,Robo/Hurto Automotor,CATE 911,5335,SIN,Calle 431 Bis,Calle 10 Bis,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Calle 431 Bis y Calle 10 Bis , Buenos Aires , Argentina,-38.09914, -57.57951
18103,1,2024,7,Robo/Hurto Automotor,CATE 911,5336,SIN,1 De mayo,Primera Junta,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,45778 y Primera Junta , Buenos Aires , Argentina,-38.00105, -57.58379
18114,1,2024,7,Robo/Hurto Automotor,CATE 911,245,CON,Jose Manuel Estrada,Jose Ingenieros,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Jose Manuel Estrada y Jose Ingenieros , Buenos Aires , Argentina,-37.956048, -57.5458781
18118,1,2024,7,Robo/Hurto Automotor,CATE 911,5337,SIN,Canessa,Hernandarias,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,07 Canessa y Hernandarias , Buenos Aires , Argentina,-37.99997, -57.61191
18140,1,2024,7,Robo/Hurto Automotor,CATE 911,5338,SIN,Eduardo G. Carasa,Gonzalez Chavez,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Eduardo G. Carasa y Gonzalez Chavez , Buenos Aires , Argentina,-38.03053, -57.58859
18143,1,2024,7,Robo/Hurto Automotor,CATE 911,5339,SIN,Jose Hernandez,Hipolito Bouchard,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Jose Hernandez y Hipolito Bouchard , Buenos Aires , Argentina,-38.04183, -57.56506
18163,1,2024,7,Robo/Hurto Automotor,CATE 911,5340,SIN,Hernandarias,Jacinto Peralta Ramos,No Asiste,Mar del Plata,Buenos Aires,Argentina,Hernandarias y Jacinto Peralta Ramos , Buenos Aires , Argentina,-38.02509, -57.57864
18164,1,2024,7,Robo/Hurto Automotor,CATE 911,5341,SIN,Avenida Independencia,Garay Juan De,No Asiste,Mar del Plata,Buenos Aires,Argentina,Avenida Independencia y Garay Juan De , Buenos Aires , Argentina,-38.00521, -57.56009
18175,1,2024,7,Robo/Hurto Automotor,CATE 911,5342,SIN,Avenida Pedro Luro,España,No Asiste,Mar del Plata,Buenos Aires,Argentina,Avenida Pedro Luro y España , Buenos Aires , Argentina,-38.00695, -57.5453
18181,1,2024,7,Robo/Hurto Automotor,CATE 911,5343,SIN,Avenida Vertiz,Genova,No Asiste,Mar del Plata,Buenos Aires,Argentina,Avenida Vertiz y Genova , Buenos Aires , Argentina,,
18202,1,2024,7,Robo/Hurto Automotor,CATE 911,426,CON,Ituzaingo,Guillermo Marconi Ingeniero,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Ituzaingo y Guillermo Marconi Ingeniero , Buenos Aires , Argentina,-37.976797, -57.5712096
18203,1,2024,7,Robo/Hurto Automotor,CATE 911,6,CON,Leandro N. Alem,Almafuerte,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Leandro N. Alem y Almafuerte , Buenos Aires , Argentina,-38.029104, -57.5370839
18213,1,2024,7,Robo/Hurto Automotor,CATE 911,627,CON,Avenida de los Trabajadores,Eduardo G. Carasa,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida de los Trabajadores y Eduardo G. Carasa , Buenos Aires , Argentina,-38.060471, -57.5455228
18231,1,2024,7,Robo/Hurto Automotor,CATE 911,31,CON,Lisandro De La Torre,San Salvador,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Lisandro De La Torre y San Salvador , Buenos Aires , Argentina,-38.023220, -57.58443
18247,1,2024,7,Robo/Hurto Automotor,ORIGEN DIFERIDO,5344,SIN,Solis,Pehuajo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Solis y Pehuajo , Buenos Aires , Argentina,-38.01317, -57.58075
18293,1,2024,7,Robo/Hurto Automotor,ORIGEN DIFERIDO,5345,SIN,Entre Rios,Manuel Quintana,No Asiste,Mar del Plata,Buenos Aires,Argentina,Entre Rios y Manuel Quintana , Buenos Aires , Argentina,-38.01742, -57.55579
18300,1,2024,7,Robo/Hurto Automotor,CATE 911,5346,SIN,De La Plaza Fortunato,Udine,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,De La Plaza Fortunato y Udine , Buenos Aires , Argentina,-38.0273, -57.59475
18301,1,2024,7,Robo/Hurto Automotor,CATE 911,296,CON,Luis Dellepiane,Miguel Estanislao Soler,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Luis Dellepiane y Miguel Estanislao Soler , Buenos Aires , Argentina,-38.035406, -57.5910995
18307,1,2024,7,Robo/Hurto Automotor,CATE 911,323,CON,Juan Gutenberg,Marcelo 07 Fitte,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Juan Gutenberg y Marcelo 07 Fitte , Buenos Aires , Argentina,-38.017478, -57.6198932
18310,1,2024,7,Robo/Hurto Automotor,CATE 911,348,CON,Cerrito,El Cano,Hallazgo Automotor,Mar del Plata,Buenos Aires,Argentina,Cerrito y El Cano , Buenos Aires , Argentina,-38.032407, -57.5569641
18320,1,2024,7,Robo/Hurto Automotor,CATE 911,266,CON,La Pampa,Ituzaingo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,La Pampa y Ituzaingo , Buenos Aires , Argentina,-37.980841, -57.5588055
18322,1,2024,7,Robo/Hurto Automotor,CATE 911,467,CON,Rotonda Del Lago,Los Pinos,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Rotonda Del Lago y Los Pinos , Buenos Aires , Argentina,-38.005710, -57.59577
18336,1,2024,7,Robo/Hurto Automotor,CATE 911,401,CON,Mario Bravo,Reforma Universitaria,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Mario Bravo y Reforma Universitaria , Buenos Aires , Argentina,-38.018654, -57.6063838
18341,1,2024,7,Robo/Hurto Automotor,CATE 911,5347,SIN,Onesimo Leguizamon,Garay Juan De,LPR - Se realiza seguimiento del vehiculo,Mar del Plata,Buenos Aires,Argentina,Onesimo Leguizamon y Garay Juan De , Buenos Aires , Argentina,-37.97572, -57.61831
18346,1,2024,7,Robo/Hurto Automotor,CATE 911,5348,SIN,20 De Setiembre,Ayacucho,LPR - Se realiza seguimiento del vehiculo,Mar del Plata,Buenos Aires,Argentina,20 De Setiembre y Ayacucho , Buenos Aires , Argentina,-37.98615, -57.55045
18369,1,2024,7,Robo/Hurto Automotor,CATE 911,5349,SIN,Neuquen,Formosa,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Neuquen y Formosa , Buenos Aires , Argentina,-38.00629, -57.5822
18374,1,2024,7,Robo/Hurto Automotor,CATE 911,5350,SIN,Matias Strobel,Belisario Roldan,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Matias Strobel y Belisario Roldan , Buenos Aires , Argentina,-37.97091, -57.56084
18382,1,2024,7,Robo/Hurto Automotor,CATE 911,106,CON,Bahia Blanca,Esteban Gascon,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Bahia Blanca y Esteban Gascon , Buenos Aires , Argentina,-37.988140, -57.5916338 
18386,1,2024,7,Robo/Hurto Automotor,CATE 911,5351,SIN,Ayacucho,Funes Gregorio,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Ayacucho y Funes Gregorio , Buenos Aires , Argentina,-38.018900, -57.5711611
18390,1,2024,7,Robo/Hurto Automotor,CATE 911,582,CON,San Martin,San Luis,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,San Martin y San Luis , Buenos Aires , Argentina,-37.998955, -57.5479019
18391,1,2024,7,Robo/Hurto Automotor,CATE 911,5352,SIN,Olavarria,Avenida Colon,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Olavarria y Avenida Colon , Buenos Aires , Argentina,-38.00955, -57.53819
18392,1,2024,7,Robo/Hurto Automotor,CATE 911,5353,SIN,Macacha Guemes,San Lorenzo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Macacha Guemes y San Lorenzo , Buenos Aires , Argentina,-38.01801, -57.54361
18393,1,2024,7,Robo/Hurto Automotor,CATE 911,5354,SIN,Bravo Mario,Federico C. Beltrami Ingeniero,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Bravo Mario y Federico C. Beltrami Ingeniero , Buenos Aires , Argentina,-38.06386, -57.56683
18397,1,2024,7,Robo/Hurto Automotor,CATE 911,5355,SIN,Inda Rufino Bis,De La Plaza Fortunato,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Inda Rufino Bis y De La Plaza Fortunato , Buenos Aires , Argentina,-38.01855, -57.60628
18398,1,2024,7,Robo/Hurto Automotor,CPM,5356,SIN,San Lorenzo,Martin Miguel De Guemes,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,San Lorenzo y Martin Miguel De Guemes , Buenos Aires , Argentina,-38.01801, -57.54361
18399,1,2024,7,Robo/Hurto Automotor,CATE 911,339,CON,Champagnat,Alvarado Rudecindo,Persecucion Y Detencion,Mar del Plata,Buenos Aires,Argentina,Champagnat y Alvarado Rudecindo , Buenos Aires , Argentina,-37.991873, -57.5909153
18408,1,2024,7,Robo/Hurto Automotor,CATE 911,520,CON,Bolivar,Catamarca,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Bolivar y Catamarca , Buenos Aires , Argentina,-37.999288, -57.5538767
18462,1,2024,7,Robo/Hurto Automotor,CATE 911,249,CON,Kraglievich Lucas,Los Granados,Detencion,Mar del Plata,Buenos Aires,Argentina,Kraglievich Lucas y Los Granados , Buenos Aires , Argentina,-37.92612, -57.54542
18469,1,2024,7,Robo/Hurto Automotor,CATE 911,5357,SIN,Melissa,Tomas Yemehuech,No Asiste,Mar del Plata,Buenos Aires,Argentina,Melissa y Tomas Yemehuech , Buenos Aires , Argentina,,
18481,1,2024,7,Robo/Hurto Automotor,CATE 911,5358,SIN,20 De Setiembre,Bolivar,No Asiste,Mar del Plata,Buenos Aires,Argentina,20 De Setiembre y Bolivar , Buenos Aires , Argentina,-37.99749, -57.55962
18483,1,2024,7,Robo/Hurto Automotor,CATE 911,5359,SIN,Falucho,España,No Asiste,Mar del Plata,Buenos Aires,Argentina,Falucho y España , Buenos Aires , Argentina,-38.0005, -57.56064
18492,1,2024,7,Robo/Hurto Automotor,CATE 911,367,CON,Avenida Juan B. Justo,Jose Hernandez,No Asiste,Mar del Plata,Buenos Aires,Argentina,Avenida Juan B. Justo y Jose Hernandez , Buenos Aires , Argentina,-38.031497, -57.5545189
18493,1,2024,7,Robo/Hurto Automotor,CATE 911,5360,SIN,Tomas Stegagnini,Jose Cardiel Padre,No Asiste,Mar del Plata,Buenos Aires,Argentina,Tomas Stegagnini y Jose Cardiel Padre , Buenos Aires , Argentina,-37.95005, -57.59758
18494,1,2024,7,Robo/Hurto Automotor,CATE 911,5361,SIN,Ciudad De Bragado,Avenida Vertiz,No Asiste,Mar del Plata,Buenos Aires,Argentina,Ciudad De Bragado y Avenida Vertiz , Buenos Aires , Argentina,-37.99726, -57.62065
18497,1,2024,7,Robo/Hurto Automotor,CATE 911,5362,SIN,Neuquen,Alvarado Rudecindo,No Asiste,Mar del Plata,Buenos Aires,Argentina,Neuquen y Alvarado Rudecindo , Buenos Aires , Argentina,-37.99918, -57.57645
18519,1,2024,7,Robo/Hurto Automotor,CATE 911,332,CON,Termas De Rio Hondo,San Lorenzo,Persecucion Y Perdida,Mar del Plata,Buenos Aires,Argentina,Termas De Rio Hondo y San Lorenzo , Buenos Aires , Argentina,-37.95815, -57.63974
18524,1,2024,7,Robo/Hurto Automotor,CATE 911,571,CON,Alberti Manuel,Buenos Aires,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Alberti Manuel y Buenos Aires , Buenos Aires , Argentina,-38.009231, -57.5477932
18531,1,2024,7,Robo/Hurto Automotor,CATE 911,702,CON,Avenida Juan B. Justo,Avenida Independencia,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Juan B. Justo y Avenida Independencia , Buenos Aires , Argentina,-38.018900, -57.5711611
18547,1,2024,7,Robo/Hurto Automotor,CATE 911,5363,SIN,Luis Agote,Juan Bautista Azopardo,LPR - Se realiza seguimiento del vehiculo,Mar del Plata,Buenos Aires,Argentina,Luis Agote y Juan Bautista Azopardo , Buenos Aires , Argentina,-38.03662, -57.57022
18557,1,2024,7,Robo/Hurto Automotor,CATE 911,5364,SIN,Avenida Independencia,Ituzaingo,LPR - Se realiza seguimiento del vehiculo,Mar del Plata,Buenos Aires,Argentina,Avenida Independencia y Ituzaingo , Buenos Aires , Argentina,-37.98742, -57.54574
18560,1,2024,7,Robo/Hurto Automotor,CATE 911,51,CON,Avenida Libertad,Guillermo Marconi Ingeniero,LPR - Se realiza seguimiento del vehiculo,Mar del Plata,Buenos Aires,Argentina,Avenida Libertad y Guillermo Marconi Ingeniero , Buenos Aires , Argentina,-37.980484, -57.5685616
18578,1,2024,7,Robo/Hurto Automotor,CATE 911,5365,SIN,Rivadavia,Ecuador,No Asiste,Mar del Plata,Buenos Aires,Argentina,Rivadavia y Ecuador , Buenos Aires , Argentina,-38.014970, -57.5650424
18587,1,2024,7,Robo/Hurto Automotor,CATE 911,5366,SIN,Avenida Patricio Peralta Ramos,Nueve de 07,No Asiste,Mar del Plata,Buenos Aires,Argentina,Avenida Patricio Peralta Ramos y Nueve de 07 , Buenos Aires , Argentina,-37.99848, -57.54184
18591,1,2024,7,Robo/Hurto Automotor,CATE 911,5367,SIN,Magallanes,Antonio Valentini,No Asiste,Mar del Plata,Buenos Aires,Argentina,Magallanes y Antonio Valentini , Buenos Aires , Argentina,-38.02511, -57.57179
18592,1,2024,7,Robo/Hurto Automotor,CATE 911,5368,SIN,Teodoro Bronzini,Avellaneda Nicolas,No Asiste,Mar del Plata,Buenos Aires,Argentina,Teodoro Bronzini y Avellaneda Nicolas , Buenos Aires , Argentina,-37.99434, -57.58817
18593,1,2024,7,Robo/Hurto Automotor,CATE 911,5369,SIN,De La Plaza Fortunato,Luis Piedrabuena Comandante,No Asiste,Mar del Plata,Buenos Aires,Argentina,De La Plaza Fortunato y Luis Piedrabuena Comandante , Buenos Aires , Argentina,-38.05897, -57.55273
18598,1,2024,7,Robo/Hurto Automotor,CATE 911,5370,SIN,Lamadrid,Larrea,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Lamadrid y Larrea , Buenos Aires , Argentina,-38.0251, -57.55637
18599,1,2024,7,Robo/Hurto Automotor,CATE 911,5371,SIN,Guanahani,De Los Inmigrantes,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Guanahani y De Los Inmigrantes , Buenos Aires , Argentina,-38.01732, -57.59065
18600,1,2024,7,Robo/Hurto Automotor,CATE 911,5372,SIN,Cerrito,Calle 81,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Cerrito y Calle 81 , Buenos Aires , Argentina,-38.06052, -57.59189
18605,1,2024,7,Robo/Hurto Automotor,CATE 911,116,CON,Martinez De Hoz Miguel,Doce de 10,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Martinez De Hoz Miguel y Doce de 10 , Buenos Aires , Argentina,-38.002141, -57.6004918
18611,1,2024,7,Robo/Hurto Automotor,CATE 911,5373,SIN,Lebensohn Moises,General Manuel N. Savio,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Lebensohn Moises y General Manuel N. Savio , Buenos Aires , Argentina,-38.03928, -57.58069
18613,1,2024,7,Robo/Hurto Automotor,CATE 911,749,CON,Magallanes,Posadas,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Magallanes y Posadas , Buenos Aires , Argentina,-38.04153, -57.54997
18648,1,2024,7,Robo/Hurto Automotor,CATE 911,5375,SIN,Cerrito,Calle 87,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Cerrito y Calle 87 , Buenos Aires , Argentina,-38.06207,-57594
18663,1,2024,7,Robo/Hurto Automotor,CATE 911,5376,SIN,Alvarado Rudecindo,Onesimo Leguizamon,Hallazgo Automotor,Mar del Plata,Buenos Aires,Argentina,Alvarado Rudecindo y Onesimo Leguizamon , Buenos Aires , Argentina,,
18694,1,2024,7,Robo/Hurto Automotor,CATE 911,652,CON,Mariano Castex,Tripulantes Del Fournier,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Mariano Castex y Tripulantes Del Fournier , Buenos Aires , Argentina,-38.027888, -57.57544
18695,1,2024,7,Robo/Hurto Automotor,CATE 911,425,CON,Laprida,Jujuy,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Laprida y Jujuy , Buenos Aires , Argentina,-38.014816, -57.5721925
18715,1,2024,7,Robo/Hurto Automotor,CATE 911,144,CON,Guido Tomas,Avenida Juan B. Justo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Guido Tomas y Avenida Juan B. Justo , Buenos Aires , Argentina,-38.012322, -57.5800793
18718,1,2024,7,Robo/Hurto Automotor,CATE 911,5377,SIN,Hernandarias,Canessa,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Hernandarias y 07 Canessa , Buenos Aires , Argentina,-37.99997, -57.61191
18727,1,2024,7,Robo/Hurto Automotor,CATE 911,706,CON,11 De Setiembre,Victoriano E. Montes,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,11 De Setiembre y Victoriano E. Montes , Buenos Aires , Argentina,-37.980427, -57.5822796
18752,1,2024,7,Robo/Hurto Automotor,CATE 911,245,CON,Carlos Tejedor,Jose Zacagnini,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Carlos Tejedor y Jose Zacagnini , Buenos Aires , Argentina,-37.956048, -57.5458781
18765,1,2024,7,Robo/Hurto Automotor,CATE 911,5378,SIN,Balcarce,Suarez Coronel,No Asiste,Mar del Plata,Buenos Aires,Argentina,Balcarce y Suarez Coronel , Buenos Aires , Argentina,-38.001270, -57.5455517
18774,1,2024,7,Robo/Hurto Automotor,CATE 911,5379,SIN,Leonardo Rosales,Gonzalez Chavez,No Asiste,Mar del Plata,Buenos Aires,Argentina,Leonardo Rosales y Gonzalez Chavez , Buenos Aires , Argentina,-38.02784, -57.58534
18793,1,2024,7,Robo/Hurto Automotor,CATE 911,5380,SIN,Avenida Independencia,Vieytes,Se Realiza Seguimiento del Evento,Mar del Plata,Buenos Aires,Argentina,Avenida Independencia y Vieytes , Buenos Aires , Argentina,-38.01722, -57.56982
18802,1,2024,7,Robo/Hurto Automotor,CATE 911,5381,SIN,Federico Garcia Lorca,Jose Dutto Padre,Hallazgo Automotor,Mar del Plata,Buenos Aires,Argentina,Federico Garcia Lorca y Jose Dutto Padre , Buenos Aires , Argentina,-37.981067, -57.6100177
18805,1,2024,7,Robo/Hurto Automotor,CATE 911,227,CON,Carlos Gardel,Leonardo Rosales,No Asiste,Mar del Plata,Buenos Aires,Argentina,Carlos Gardel y Leonardo Rosales , Buenos Aires , Argentina,-38.00128, -57.62045
18806,1,2024,7,Robo/Hurto Automotor,CATE 911,5382,SIN,Antonio Maria Gianelli,Juan Bautista Azopardo,No Asiste,Mar del Plata,Buenos Aires,Argentina,Antonio Maria Gianelli y Juan Bautista Azopardo , Buenos Aires , Argentina,-38.03856, -57.56767
18807,1,2024,7,Robo/Hurto Automotor,CATE 911,5383,SIN,Federico C. Beltrami Ingeniero,Arana Y Goiri,No Asiste,Mar del Plata,Buenos Aires,Argentina,Federico C. Beltrami Ingeniero y Arana Y Goiri , Buenos Aires , Argentina,-38.05433, -57.5553
18815,1,2024,7,Robo/Hurto Automotor,CATE 911,5384,SIN,Diagonal Dalmacio Velez Sarsfield,Jose Andres Pacheco De Melo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Diagonal Dalmacio Velez Sarsfield y Jose Andres Pacheco De Melo , Buenos Aires , Argentina,-38.08073, -57.54935
18816,1,2024,7,Robo/Hurto Automotor,CATE 911,5385,SIN,Brandsen,Primero de Mayo,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Brandsen y Primero de Mayo , Buenos Aires , Argentina,-37.992875, -57.5643311
18820,1,2024,7,Robo/Hurto Automotor,CATE 911,679,CON,Udine,Avenida Vertiz,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Udine y Avenida Vertiz , Buenos Aires , Argentina,-38.023378, -57.5867897
18843,1,2024,7,Robo/Hurto Automotor,CATE 911,328,CON,Avenida Fermin Errea,Avenida Pedro Luro,Asiste Policia y Libera,Mar del Plata,Buenos Aires,Argentina,Avenida Fermin Errea y Avenida Pedro Luro , Buenos Aires , Argentina,-37.9758, -57.59148
