lat,lng,nombre,causa,participantes,fecha,descripcion
-31.3884,-64.2072,Av. Colón y Entre Ríos,PC,AMB,06/30/2024,Conductor distraído
-31.3858,-64.1499,Fray Luis Beltrán 1100,EV,BOMBEROS,08/10/2024,Accidente por exceso de velocidad
-31.4346,-64.165,Av. Colón y Entre Ríos,D,COL/BOMBEROS,06/10/2024,Siniestro vial
-31.4267,-64.1945,San Juan y Ituzaingó,A,P/A,04/12/2024,Atropello sin respeto de semáforo
-31.3965,-64.2149,Tucumán 1550,?,P/CTA,10/07/2024,Siniestro vial
-31.3873,-64.1903,Córdoba 2150,IC,BOMBEROS,08/31/2024,Siniestro vial
-31.3944,-64.1412,Duarte Quirós 1350,NR,AMB,10/19/2024,Siniestro vial
-31.4267,-64.2011,San Martín 1400,MR,CABALLO/AMB/MONOPATIN,07/25/2024,Siniestro vial
-31.4221,-64.2031,Vélez Sársfield y Caseros,A,POLICIA/PERRO/CABALLO,09/17/2024,Atropello con lesiones
-31.4371,-64.2148,Río Negro 1900,PI,P,04/09/2024,Siniestro vial
-31.4088,-64.1617,Rivadavia 1350,PI,BOMBEROS/CABALLO/CAM,12/22/2024,Siniestro vial
-31.4326,-64.16,San Luis 1500,MR,COL/P/A,05/11/2024,Siniestro vial
-31.4139,-64.1725,Avenida Poeta Lugones 2100,VS,CAM/PATRULLA/A,12/17/2024,Siniestro vial
-31.4369,-64.2199,Junín 1750,MR,POLICIA/BOMBEROS/M,08/11/2024,Siniestro vial
-31.3859,-64.2164,Mitre 1900,AV,CAM/CTA/P,08/14/2024,Choque lateral
-31.4139,-64.1477,Av. Argentina 1200,MR,BOMBEROS/PATRULLA/A,08/07/2024,Siniestro vial
-31.4198,-64.1453,Av. Colón 150,?,POLICIA/P/CAM,06/22/2024,Siniestro vial
-31.4103,-64.1404,Chubut 250,DF,BOMBEROS/B,06/27/2024,Siniestro vial
-31.4196,-64.2189,27 de Abril 1100,DESCOMPENSAN,PERRO/POLICIA/BOMBEROS,11/01/2024,Siniestro vial
-31.402,-64.143,San Juan 1300,D,BOMBEROS,08/02/2024,Siniestro vial
-31.4364,-64.2038,Belgrano y Junín,G,CAM,12/15/2024,Giro indebido
-31.3964,-64.1715,Ituzaingó 1250,PC,A/PERRO,04/10/2024,Poca concentración del conductor
-31.4202,-64.1946,San Luis 550,G,CTA/CABALLO,04/22/2024,Giro sin señalizar
-31.4162,-64.17,Av. Hipólito Yrigoyen y La Rioja,PC,AMB,07/17/2024,Poca concentración del conductor
-31.4199,-64.2056,Av. Maipú 2450,NSD,CTA/M,06/09/2024,No se detiene en semáforo en rojo
-31.4083,-64.1654,Condarco 1450,PERSECUCIÓN,AMB,06/21/2024,Siniestro vial
-31.4241,-64.1437,San Juan 300,G,MONOPATIN/M/CAM,04/17/2024,Giro en zona prohibida
-31.3949,-64.2058,Presidente Roca 1650,PERSECUCIÓN,CAM,09/27/2024,Siniestro vial
-31.3953,-64.1421,Junín 1850,PI,AMB/CABALLO/BOMBEROS,11/09/2024,Siniestro vial
-31.4035,-64.1402,Pueyrredón y San Luis,FV,AMB,05/09/2024,Falta de visibilidad por polvareda
-31.391,-64.156,Av. Argentina y Corrientes,VS,P/MONOPATIN,11/08/2024,Siniestro vial
-31.3866,-64.148,Vélez Sársfield y Caseros,D,PATRULLA/M,05/25/2024,Siniestro vial
-31.4076,-64.2041,Av. Leandro N. Alem y Belgrano,D,A/MONOPATIN,11/26/2024,Siniestro vial
-31.4019,-64.2093,Av. Colón 1850,VS,P/POLICIA/B,12/05/2024,Siniestro vial
-31.39,-64.2053,Av. Colón y Entre Ríos,P,PERRO,06/14/2024,Cruce indebido de peatón
-31.4043,-64.1403,Belgrano 1600,P,CAM/AMB/MONOPATIN,10/31/2024,Cruce indebido de peatón
-31.3902,-64.2075,9 de Julio y Marcelo T. de Alvear,PI,MONOPATIN/POLICIA/PATRULLA,06/24/2024,Siniestro vial
-31.4074,-64.2107,Av. Sabattini 1850,P,PATRULLA/BOMBEROS,04/17/2024,Peatón distraído
-31.4311,-64.1643,Ituzaingó 2250,AV,POLICIA/A/CABALLO,09/23/2024,Choque en intersección
-31.3935,-64.2031,Bv. Martín Rodríguez 2450,DESCOMPENSAN,POLICIA/CAM,04/22/2024,Siniestro vial
-31.4329,-64.1686,Fray Luis Beltrán 2050,DF,PERRO/A/P,04/08/2024,Siniestro vial
-31.4174,-64.1585,9 de Julio y Marcelo T. de Alvear,G,CAM/MONOPATIN,10/19/2024,Giro indebido
-31.4322,-64.2079,Bv. Martín Rodríguez 1100,PI,MONOPATIN,08/31/2024,Siniestro vial
-31.4048,-64.1404,Mendoza 2100,PC,COL/P,07/02/2024,Poca concentración del conductor
-31.3947,-64.2071,9 de Julio 100,NSD,CTA/PERRO/M,06/11/2024,No se detiene en ALTO
-31.4105,-64.151,Belgrano y Junín,PI,POLICIA,12/30/2024,Siniestro vial
-31.4123,-64.1917,Presidente Roca 1900,NSD,POLICIA,09/08/2024,No se detiene en semáforo en rojo
-31.4207,-64.1656,Caseros 2450,NR,CAM/CTA/P,12/29/2024,Siniestro vial
-31.3924,-64.1759,San Juan y Ituzaingó,IC,CTA/PERRO,08/19/2024,Siniestro vial
-31.4141,-64.1958,9 de Julio y Marcelo T. de Alvear,MI,B,08/22/2024,Mala iluminación de calle
-31.3901,-64.18,27 de Abril 650,PC,POLICIA/B/CABALLO,09/15/2024,Conductor cansado
-31.4318,-64.2093,Calle 5 1300,FV,CABALLO,07/14/2024,Falta de visibilidad por polvareda
-31.4088,-64.181,Neuquén 200,P,P/CABALLO/PERRO,10/04/2024,Cruce indebido de peatón
-31.4344,-64.1851,Avenida Donato Álvarez 150,FV,CAM/A,08/21/2024,Falta de visibilidad por niebla
-31.4287,-64.1737,9 de Julio y Marcelo T. de Alvear,DF,P/AMB,08/09/2024,Siniestro vial
-31.4233,-64.1712,Rivadavia y Duarte Quirós,G,M,11/30/2024,Giro indebido
-31.4132,-64.179,Av. Hipólito Yrigoyen 350,PI,A/MONOPATIN,08/05/2024,Siniestro vial
-31.3997,-64.1384,9 de Julio y Marcelo T. de Alvear,MI,AMB/CABALLO/CAM,09/23/2024,Mala iluminación del vehículo
-31.3957,-64.1865,Belgrano y Junín,?,POLICIA/AMB/M,10/16/2024,Siniestro vial
-31.4324,-64.1814,Junín 1200,VS,BOMBEROS/PERRO,11/12/2024,Siniestro vial
-31.4129,-64.1875,Bv. Martín Rodríguez 700,MI,B/PERRO/PATRULLA,09/05/2024,Falta de iluminación nocturna
-31.4157,-64.2076,Duarte Quirós 1100,PC,A/MONOPATIN,10/17/2024,Conductor distraído
-31.3962,-64.1445,San Juan y Ituzaingó,DF,AMB/CAM,05/09/2024,Siniestro vial
-31.3915,-64.1927,Av. Argentina 100,NSD,B,11/29/2024,No respeta paso de peatones
-31.4187,-64.1496,Pueyrredón y San Luis,PERSECUCIÓN,AMB/PERRO/P,09/08/2024,Siniestro vial
-31.3981,-64.2152,Av. Recorridas 1950,FV,CTA/COL,09/17/2024,Falta de visibilidad por polvareda
-31.4192,-64.2011,Avenida Poeta Lugones 2050,EV,CAM/AMB/BOMBEROS,12/26/2024,Pérdida de control por velocidad
-31.3953,-64.2036,Duarte Quirós 1850,DF,CAM/M,12/17/2024,Siniestro vial
-31.3968,-64.1524,Belgrano y Junín,IC,MONOPATIN/PERRO/P,10/15/2024,Siniestro vial
-31.4316,-64.2066,Calle 2 2200,MI,MONOPATIN/PATRULLA/CABALLO,10/15/2024,Mala iluminación del vehículo
-31.4007,-64.1394,Av. Sabattini 250,?,P/M,10/30/2024,Siniestro vial
-31.402,-64.2125,Fray Luis Beltrán 1800,DESCOMPENSAN,CABALLO,08/27/2024,Siniestro vial
-31.4307,-64.1592,Vélez Sársfield y Caseros,MI,B/COL/CTA,04/25/2024,Falta de iluminación nocturna
-31.424,-64.1667,Rivadavia y Duarte Quirós,EV,AMB/A,07/17/2024,Accidente por exceso de velocidad
-31.4032,-64.1765,San Martín 500,DF,AMB,09/24/2024,Siniestro vial
-31.4368,-64.2104,Mendoza 700,MR,CAM,07/21/2024,Siniestro vial
-31.412,-64.1967,Av. Hipólito Yrigoyen y La Rioja,G,AMB,12/27/2024,Giro en zona prohibida
-31.4285,-64.1767,Av. Argentina 1300,?,COL,07/13/2024,Siniestro vial
-31.4202,-64.2063,San Juan y Ituzaingó,MI,CABALLO/B/COL,05/03/2024,Mala iluminación del vehículo
-31.4145,-64.1825,San Juan 150,DF,MONOPATIN/CTA,07/26/2024,Siniestro vial
-31.428,-64.1719,Santa Fe 500,AV,BOMBEROS,06/24/2024,Colisión por alcance
-31.3865,-64.1906,Calle 4 1200,P,MONOPATIN/B,07/12/2024,Peatón distraído
-31.4153,-64.1779,Av. Sabattini 1900,DESCOMPENSAN,PERRO/PATRULLA/P,05/07/2024,Siniestro vial
-31.392,-64.1536,San Juan 800,PI,AMB/PATRULLA/CAM,06/13/2024,Siniestro vial
-31.3878,-64.2165,Condarco 1850,NR,PATRULLA,11/12/2024,Siniestro vial
-31.3928,-64.136,Calle 5 1900,VS,POLICIA/BOMBEROS/P,04/10/2024,Siniestro vial
-31.395,-64.1523,San Juan y Ituzaingó,PERSECUCIÓN,P/MONOPATIN,12/14/2024,Siniestro vial
-31.4033,-64.195,Sarmiento 500,NSD,CTA/PATRULLA,09/02/2024,No se detiene en semáforo en rojo
-31.3897,-64.2114,Duarte Quirós 300,VS,PERRO/BOMBEROS/PATRULLA,11/28/2024,Siniestro vial
-31.4134,-64.1653,9 de Julio 1350,NR,POLICIA/BOMBEROS/PATRULLA,12/26/2024,Siniestro vial
-31.3855,-64.1805,San Juan y Ituzaingó,MI,PATRULLA/MONOPATIN,12/04/2024,Mala iluminación del vehículo
-31.3997,-64.1609,Belgrano y Junín,A,CABALLO,05/05/2024,Atropello sin respeto de semáforo
-31.3952,-64.1791,Av. Sabattini 750,NSD,BOMBEROS,06/30/2024,No se detiene en semáforo en rojo
-31.4191,-64.1543,Calle 3 100,MR,A/AMB/M,08/10/2024,Siniestro vial
-31.4095,-64.2058,Av. Recorridas 1300,VS,BOMBEROS/M,12/06/2024,Siniestro vial
-31.412,-64.157,Pueyrredón y San Luis,AV,POLICIA/BOMBEROS,08/14/2024,Choque en intersección
-31.4266,-64.1663,Junín 450,EV,POLICIA/CABALLO,12/15/2024,Choque a alta velocidad
-31.3976,-64.2105,Tucumán 350,FV,AMB/A/CABALLO,06/29/2024,Falta de visibilidad por niebla
-31.4313,-64.1392,Pueyrredón 1550,P,PERRO,08/03/2024,Cruce indebido de peatón
-31.3868,-64.1664,San Juan y Ituzaingó,NR,CABALLO,07/02/2024,Siniestro vial
-31.4194,-64.1682,Av. Circunvalación 1450,G,PATRULLA/CAM/PERRO,08/22/2024,Giro en zona prohibida
-31.3855,-64.1615,San Juan y Ituzaingó,?,M/A,09/16/2024,Siniestro vial
-31.3886,-64.1754,Av. Argentina y Corrientes,MR,PATRULLA/MONOPATIN/POLICIA,06/20/2024,Siniestro vial
-31.4353,-64.1709,Presidente Roca 2400,A,A,09/10/2024,Atropello de peatón
-31.4099,-64.2044,Av. Hipólito Yrigoyen y La Rioja,AV,A/B,10/26/2024,Colisión por alcance
-31.4076,-64.2187,Calle 3 1050,IC,MONOPATIN/AMB,08/16/2024,Siniestro vial
-31.3897,-64.209,Av. Maipú 1500,PI,PATRULLA,07/16/2024,Siniestro vial
-31.432,-64.1913,Av. Colón y Entre Ríos,NR,PERRO,12/15/2024,Siniestro vial
-31.4262,-64.1522,Calle 4 450,MR,POLICIA/PERRO/CABALLO,09/30/2024,Siniestro vial
-31.4327,-64.1856,Belgrano y Junín,A,B/PATRULLA,09/01/2024,Atropello con lesiones
-31.4243,-64.2195,Pinto 150,MI,COL/AMB,05/29/2024,Falta de iluminación nocturna
-31.3875,-64.2081,Santa Fe 300,VS,A/POLICIA,08/24/2024,Siniestro vial
-31.4167,-64.1703,Entre Ríos 1700,P,AMB/PATRULLA,09/19/2024,Peatón distraído
-31.4372,-64.1985,Ituzaingó 250,P,B,06/08/2024,Peatón distraído
-31.4262,-64.147,Río Negro 2300,D,P,12/29/2024,Siniestro vial
-31.4302,-64.1582,Marcelo T. de Alvear 1250,NSD,AMB/P/A,09/03/2024,No se detiene en ALTO
-31.416,-64.1537,Av. Argentina 100,IC,M,12/17/2024,Siniestro vial
-31.4062,-64.1965,9 de Julio 350,AV,A,06/03/2024,Choque en intersección
-31.4353,-64.1863,Tucumán 2450,NR,CAM/PATRULLA,06/07/2024,Siniestro vial
-31.4256,-64.1555,Av. Hipólito Yrigoyen y La Rioja,DESCOMPENSAN,PATRULLA,08/30/2024,Siniestro vial
-31.423,-64.2004,Junín 2150,PC,A/AMB,09/16/2024,Conductor distraído
-31.3951,-64.181,San Juan 2000,NSD,M,04/30/2024,No se detiene en ALTO
-31.4144,-64.2143,Belgrano 2000,?,P,09/01/2024,Siniestro vial
-31.4294,-64.1589,Pueyrredón y San Luis,D,CTA,05/14/2024,Siniestro vial
-31.3987,-64.1597,Duarte Quirós 700,NR,POLICIA/COL,07/23/2024,Siniestro vial
-31.3932,-64.1755,Misiones 400,PERSECUCIÓN,PATRULLA/COL/P,04/15/2024,Siniestro vial
-31.4347,-64.2052,Caseros 1450,?,CAM,09/21/2024,Siniestro vial
-31.395,-64.219,Av. Colón y Entre Ríos,IC,CAM,07/07/2024,Siniestro vial
-31.4109,-64.1659,9 de Julio y Marcelo T. de Alvear,MR,CAM/PATRULLA,05/12/2024,Siniestro vial
-31.4391,-64.1821,San Juan y Ituzaingó,MI,CAM/A/MONOPATIN,10/18/2024,Falta de iluminación nocturna
-31.4091,-64.2035,Ituzaingó 900,PERSECUCIÓN,AMB/POLICIA/PERRO,08/03/2024,Siniestro vial
-31.4308,-64.1516,Calle 5 1550,MR,BOMBEROS/P,07/18/2024,Siniestro vial
-31.4029,-64.1734,Av. Leandro N. Alem 1900,DF,CTA,10/20/2024,Siniestro vial
-31.4298,-64.1722,Paso de los Andes 2300,IC,BOMBEROS/P,04/23/2024,Siniestro vial
-31.4092,-64.1987,Av. Colón 650,PERSECUCIÓN,CTA/B,12/09/2024,Siniestro vial
-31.4271,-64.2166,Av. Recorridas 1750,EV,M/CTA,06/03/2024,Choque a alta velocidad
-31.3984,-64.1698,Junín 1300,PI,CABALLO/AMB,09/08/2024,Siniestro vial
-31.3936,-64.1999,San Martín 2100,VS,MONOPATIN/AMB,11/16/2024,Siniestro vial
-31.3872,-64.1783,Vélez Sársfield y Caseros,?,A,09/14/2024,Siniestro vial
-31.4398,-64.1473,Caseros 750,PERSECUCIÓN,COL,08/07/2024,Siniestro vial
-31.4334,-64.152,Fray Luis Beltrán 1550,IC,AMB/COL/CABALLO,07/04/2024,Siniestro vial
-31.4385,-64.1728,Rivadavia 1050,IC,CAM/M/PATRULLA,10/28/2024,Siniestro vial
-31.4197,-64.1811,Calle 2 150,?,CTA/COL/B,08/12/2024,Siniestro vial
-31.4042,-64.1785,Rivadavia y Duarte Quirós,?,PATRULLA,06/22/2024,Siniestro vial
-31.4117,-64.2014,Belgrano 1200,PC,PERRO/BOMBEROS,04/14/2024,Conductor distraído
-31.4311,-64.2155,Belgrano y Junín,MR,MONOPATIN/CABALLO,09/15/2024,Siniestro vial
-31.4115,-64.141,9 de Julio y Marcelo T. de Alvear,NR,CTA/BOMBEROS/B,09/03/2024,Siniestro vial
-31.4312,-64.1362,Calle 2 1000,NSD,COL/B/A,09/06/2024,No se detiene en ALTO
-31.3992,-64.1705,Av. Leandro N. Alem 1250,MR,POLICIA/MONOPATIN/CABALLO,08/18/2024,Siniestro vial
-31.3976,-64.1723,La Rioja 1550,A,CTA,12/05/2024,Atropello de peatón
-31.4299,-64.1746,Av. Recorridas 200,?,BOMBEROS/M,07/23/2024,Siniestro vial
-31.4214,-64.214,La Rioja 550,VS,CTA,06/06/2024,Siniestro vial
-31.3915,-64.2178,Calle 2 450,PERSECUCIÓN,BOMBEROS/COL,05/25/2024,Siniestro vial
-31.3928,-64.1576,Santa Cruz 750,G,MONOPATIN/M/PATRULLA,04/12/2024,Giro sin señalizar
-31.3953,-64.2043,Mendoza 700,P,CAM,11/05/2024,Peatón imprudente cruzando
-31.4145,-64.1552,Av. Hipólito Yrigoyen y La Rioja,A,AMB/CAM/M,07/12/2024,Atropello fatal
-31.3862,-64.1921,Av. Argentina y Corrientes,FV,M,08/20/2024,Falta de visibilidad por polvareda
-31.4363,-64.1936,Av. Argentina 150,IC,MONOPATIN/COL/CAM,12/08/2024,Siniestro vial
-31.3852,-64.1941,Misiones 2100,NR,PATRULLA/MONOPATIN/M,08/06/2024,Siniestro vial
-31.4171,-64.1362,Calle 5 150,VS,COL/CAM,11/22/2024,Siniestro vial
-31.4237,-64.2111,Vélez Sársfield y Caseros,DESCOMPENSAN,AMB/COL,04/16/2024,Siniestro vial
-31.418,-64.1386,San Juan 800,PERSECUCIÓN,POLICIA,11/25/2024,Siniestro vial
-31.4154,-64.1758,Av. Leandro N. Alem y Belgrano,G,A,09/12/2024,Giro indebido
-31.4051,-64.1371,Condarco 300,DF,P,08/13/2024,Siniestro vial
-31.4219,-64.2165,Calle 3 350,PERSECUCIÓN,PERRO/P,06/05/2024,Siniestro vial
-31.3901,-64.1529,Av. Argentina y Corrientes,NSD,POLICIA/PERRO,05/04/2024,No se detiene en ALTO
-31.407,-64.1498,Vélez Sársfield y Caseros,MR,P/BOMBEROS/AMB,06/24/2024,Siniestro vial
-31.3981,-64.1665,Córdoba 1950,NR,CABALLO/COL/A,10/27/2024,Siniestro vial
-31.4309,-64.1854,Fray Luis Beltrán 2100,DF,CABALLO/BOMBEROS/POLICIA,06/06/2024,Siniestro vial
-31.3887,-64.1821,Neuquén 900,MI,BOMBEROS,06/15/2024,Mala iluminación del vehículo
-31.4226,-64.146,Paso de los Andes 1950,IC,COL/P,04/10/2024,Siniestro vial
-31.4069,-64.1916,Calle 5 1400,D,CTA,05/19/2024,Siniestro vial
-31.3948,-64.2164,9 de Julio 1750,EV,PERRO/MONOPATIN/BOMBEROS,04/23/2024,Pérdida de control por velocidad
-31.392,-64.1706,Tucumán 250,FV,CAM,06/01/2024,Falta de visibilidad por lluvia
-31.4175,-64.1373,Av. Argentina 2300,NR,M/CABALLO,04/20/2024,Siniestro vial
-31.3851,-64.2013,Corrientes 1950,PI,P/CTA/PERRO,10/06/2024,Siniestro vial
-31.4161,-64.1962,Calle 5 500,P,CABALLO/COL,04/25/2024,Peatón distraído
-31.4095,-64.1888,9 de Julio 1750,A,P/BOMBEROS/B,11/12/2024,Atropello sin respeto de semáforo
-31.4212,-64.1552,Fray Luis Beltrán 1950,P,PATRULLA,04/27/2024,Peatón imprudente cruzando
-31.4036,-64.1543,Tucumán 1400,DF,BOMBEROS/PERRO/POLICIA,09/28/2024,Siniestro vial
-31.3974,-64.1556,Formosa 1200,D,PATRULLA/PERRO/M,05/27/2024,Siniestro vial
-31.433,-64.1453,9 de Julio y Marcelo T. de Alvear,DESCOMPENSAN,CABALLO,06/03/2024,Siniestro vial
-31.3896,-64.1813,Av. Maipú 1450,MR,AMB,04/16/2024,Siniestro vial
-31.4123,-64.2057,Av. Recorridas 1100,VS,BOMBEROS/COL/POLICIA,07/05/2024,Siniestro vial
-31.4027,-64.1431,Duarte Quirós 300,?,PERRO,07/29/2024,Siniestro vial
-31.41,-64.1934,Vélez Sársfield y Caseros,AV,PATRULLA/A,05/04/2024,Colisión por alcance
-31.4256,-64.1681,Pinto 250,AV,POLICIA/B/COL,10/22/2024,Vuelco de vehículo
-31.3982,-64.1737,San Juan y Ituzaingó,DF,M,10/23/2024,Siniestro vial
-31.3923,-64.2038,Entre Ríos 300,G,PATRULLA/M,06/25/2024,Giro en zona prohibida
-31.3887,-64.1606,Av. Circunvalación 900,A,PERRO,09/11/2024,Atropello con lesiones
-31.4094,-64.1524,La Rioja 2400,P,A/PERRO/CAM,10/17/2024,Peatón distraído
-31.4299,-64.198,Vélez Sársfield y Caseros,NR,CABALLO/B,10/19/2024,Siniestro vial
-31.4374,-64.1644,San Juan y Ituzaingó,MI,AMB/PERRO,05/27/2024,Mala iluminación de calle
-31.3922,-64.1355,Ituzaingó 850,NR,BOMBEROS/CABALLO,08/15/2024,Siniestro vial
-31.4335,-64.1744,La Rioja 2450,G,CABALLO/CTA,09/04/2024,Giro indebido
-31.4038,-64.168,Calle 2 2150,PC,CTA,10/12/2024,Conductor cansado
-31.4348,-64.1486,San Juan y Ituzaingó,PERSECUCIÓN,BOMBEROS/POLICIA,09/15/2024,Siniestro vial
-31.408,-64.1856,Duarte Quirós 1300,D,M,10/11/2024,Siniestro vial
-31.3913,-64.1953,Vélez Sársfield y Caseros,MI,M/AMB/A,09/30/2024,Mala iluminación del vehículo
-31.4161,-64.1424,Duarte Quirós 1500,PI,B/POLICIA,05/23/2024,Siniestro vial
-31.4207,-64.1759,Córdoba 1900,PC,PATRULLA/CAM/P,08/12/2024,Conductor cansado
-31.3983,-64.1979,Calle 2 2350,MI,B,11/05/2024,Mala iluminación de calle
-31.4091,-64.1362,27 de Abril 1800,EV,CTA,11/04/2024,Choque a alta velocidad
-31.402,-64.1903,Córdoba 1450,PC,PERRO/PATRULLA,12/30/2024,Conductor cansado
-31.4209,-64.1757,Córdoba 1350,?,CTA/MONOPATIN/POLICIA,11/06/2024,Siniestro vial
-31.4057,-64.1814,Avenida Poeta Lugones 300,G,BOMBEROS/CABALLO/POLICIA,04/01/2024,Giro indebido
-31.4011,-64.1622,Entre Ríos 800,NR,COL/B/POLICIA,04/20/2024,Siniestro vial
-31.4122,-64.1427,Calle 4 950,FV,PATRULLA,04/04/2024,Falta de visibilidad por polvareda
-31.4292,-64.1731,Av. Colón y Entre Ríos,MI,POLICIA,07/05/2024,Mala iluminación de calle
-31.4329,-64.1773,Belgrano y Junín,VS,COL,12/08/2024,Siniestro vial
-31.3903,-64.2028,Av. Circunvalación 1400,PERSECUCIÓN,B,04/15/2024,Siniestro vial
-31.4369,-64.1626,Av. Colón y Entre Ríos,DF,COL/A,04/25/2024,Siniestro vial
-31.4333,-64.1601,Av. Leandro N. Alem 950,MR,PATRULLA/CABALLO,04/01/2024,Siniestro vial
-31.4008,-64.1874,27 de Abril 1200,A,B/MONOPATIN/CABALLO,04/16/2024,Atropello fatal
-31.4242,-64.2189,Rivadavia y Duarte Quirós,EV,CTA,05/28/2024,Choque a alta velocidad
-31.3853,-64.1703,Pueyrredón y San Luis,FV,B,09/12/2024,Falta de visibilidad por niebla
-31.436,-64.1758,27 de Abril 1700,?,PERRO,09/21/2024,Siniestro vial
-31.4088,-64.1602,Presidente Roca 1650,PERSECUCIÓN,PERRO,05/09/2024,Siniestro vial
-31.423,-64.1992,Ituzaingó 750,AV,COL/PERRO,05/05/2024,Choque en intersección
-31.406,-64.1618,Avenida Poeta Lugones 1750,AV,POLICIA/P/AMB,10/06/2024,Choque lateral
-31.408,-64.2116,Av. Leandro N. Alem 1150,P,CABALLO/POLICIA,08/16/2024,Peatón imprudente cruzando
-31.4253,-64.1893,Rivadavia 750,PI,BOMBEROS/PATRULLA,10/09/2024,Siniestro vial
-31.4054,-64.1789,Pueyrredón 100,FV,M/PATRULLA/AMB,12/12/2024,Falta de visibilidad por polvareda
-31.395,-64.1655,Rivadavia y Duarte Quirós,DESCOMPENSAN,B/CAM,12/25/2024,Siniestro vial
-31.4398,-64.1965,Av. Leandro N. Alem y Belgrano,P,PERRO,08/19/2024,Peatón imprudente cruzando
-31.3882,-64.1351,Av. Argentina y Corrientes,AV,BOMBEROS/PERRO,07/14/2024,Choque lateral
-31.3977,-64.1825,Duarte Quirós 450,A,BOMBEROS,07/21/2024,Atropello de peatón
-31.4326,-64.1961,Belgrano y Junín,P,PERRO/PATRULLA/P,12/17/2024,Peatón distraído
-31.4232,-64.1907,Formosa 2450,IC,MONOPATIN/CAM,09/05/2024,Siniestro vial
-31.3964,-64.1601,Av. Argentina 2200,?,B/BOMBEROS/COL,10/20/2024,Siniestro vial
-31.4077,-64.1368,Mendoza 1900,FV,PERRO,06/06/2024,Falta de visibilidad por lluvia
-31.4038,-64.1431,Misiones 750,G,A/CABALLO/PERRO,12/14/2024,Giro en zona prohibida
-31.4065,-64.1799,Calle 5 1100,AV,COL,08/01/2024,Vuelco de vehículo
-31.4113,-64.1442,Av. Colón 2050,MI,M/CABALLO,11/08/2024,Mala iluminación de calle
-31.3858,-64.1922,Pueyrredón 1050,DESCOMPENSAN,A,12/19/2024,Siniestro vial
-31.427,-64.1992,San Juan y Ituzaingó,PI,MONOPATIN/POLICIA/A,09/19/2024,Siniestro vial
-31.4048,-64.1817,Av. Argentina y Corrientes,PERSECUCIÓN,AMB/POLICIA,06/20/2024,Siniestro vial
-31.4209,-64.1858,Presidente Roca 1650,AV,CTA/MONOPATIN/PATRULLA,08/01/2024,Choque frontal entre dos vehículos
-31.4326,-64.2193,Belgrano y Junín,PI,MONOPATIN/PERRO,05/10/2024,Siniestro vial
-31.4333,-64.1778,San Martín 2250,DESCOMPENSAN,M,11/24/2024,Siniestro vial
-31.4394,-64.1885,Calle 3 800,VS,P/PERRO,09/10/2024,Siniestro vial
-31.4124,-64.1614,Paso de los Andes 1850,G,PATRULLA/COL,04/13/2024,Giro indebido
-31.4292,-64.1666,Presidente Roca 100,D,A,09/15/2024,Siniestro vial
-31.4031,-64.171,Av. Leandro N. Alem y Belgrano,IC,CTA/POLICIA/AMB,09/23/2024,Siniestro vial
-31.3938,-64.1535,Calle 4 850,DF,MONOPATIN/AMB/CABALLO,04/23/2024,Siniestro vial
-31.4259,-64.1539,Río Negro 800,G,CTA/AMB,06/23/2024,Giro indebido
-31.4388,-64.2016,Tucumán 1150,PERSECUCIÓN,BOMBEROS,09/04/2024,Siniestro vial
-31.4315,-64.2077,Avenida Poeta Lugones 1950,VS,AMB/POLICIA/B,06/10/2024,Siniestro vial
-31.4034,-64.1909,Belgrano y Junín,MR,M/AMB,06/04/2024,Siniestro vial
-31.4079,-64.1982,Av. Colón 1050,MR,CABALLO/M/AMB,09/06/2024,Siniestro vial
-31.4361,-64.2102,Calle 2 1150,MI,POLICIA,09/27/2024,Mala iluminación de calle
-31.3982,-64.1759,Pueyrredón 1050,DESCOMPENSAN,CAM/B,12/30/2024,Siniestro vial
-31.4382,-64.1946,Ituzaingó 600,D,P,11/06/2024,Siniestro vial
-31.3952,-64.1922,Vélez Sársfield y Caseros,EV,AMB/POLICIA/PERRO,12/17/2024,Pérdida de control por velocidad
-31.4327,-64.1625,Av. Circunvalación 1150,IC,P,12/14/2024,Siniestro vial
-31.4244,-64.1623,Av. Sabattini 1550,VS,PERRO/CAM,06/18/2024,Siniestro vial
-31.4305,-64.1527,Santa Cruz 700,D,AMB,12/28/2024,Siniestro vial
-31.3939,-64.164,Entre Ríos 550,MI,CAM/PERRO,05/09/2024,Mala iluminación del vehículo
-31.4203,-64.1729,Corrientes 2100,MR,CAM/PERRO/CABALLO,04/05/2024,Siniestro vial
-31.4242,-64.2094,Belgrano 1600,VS,CABALLO/POLICIA,08/25/2024,Siniestro vial
-31.3867,-64.1482,9 de Julio 1850,AV,B,08/15/2024,Choque frontal entre dos vehículos
-31.4117,-64.1402,Chubut 1300,NR,PERRO/B,10/15/2024,Siniestro vial
-31.3906,-64.1811,Av. General Paz 1350,PI,BOMBEROS,12/01/2024,Siniestro vial
-31.4121,-64.1835,Santa Fe 1300,PC,PATRULLA,05/27/2024,Poca concentración del conductor
-31.3899,-64.1538,Rivadavia 1350,G,CAM,10/20/2024,Giro sin señalizar
-31.4096,-64.2039,Avenida Poeta Lugones 1200,MR,BOMBEROS/POLICIA,04/24/2024,Siniestro vial
