camera_number,lat,lng,address,barrio,type,domes,fixed,lpr,corridor,school_corridor,monitoring
1422,-35.011012,-57.902062,Calle 17 esquina 33,Tolosa,Pública (Municipal),3,4,1,Ruta 5,TRUE,TRUE
1423,-34.893931,-58.028344,Calle 43 esquina 68,Nueva República,Pública (Municipal),2,2,0,Ruta 7,FALSE,FALSE
1424,-34.890243,-57.953084,Calle 81 esquina 104,Gonnet,Pública (Municipal),3,1,2,Ruta 6,FALSE,FALSE
1425,-35.046980,-57.825981,Calle 66 esquina 13,Centro,Pública (Municipal),1,3,0,Ruta 4,FALSE,TRUE
1426,-35.011725,-57.932021,Calle 34 esquina 82,Tolosa,Pública (Municipal),3,1,2,Ruta 2,FALSE,FALSE
1427,-34.775068,-58.102525,Calle 137 esquina 27,Villa Elvira,Pública (Municipal),2,2,2,Ruta 12,FALSE,FALSE
1428,-34.788810,-57.925361,Calle 38 esquina 100,San Carlos,Pública (Municipal),3,3,1,Ruta 18,FALSE,TRUE
1429,-34.892994,-57.851807,Calle 92 esquina 24,Zona Norte,Pública (Municipal),1,2,2,Ruta 17,TRUE,TRUE
1430,-34.823014,-57.946214,Calle 117 esquina 106,Barrio Universitario,Pública (Municipal),3,3,1,Ruta 5,TRUE,TRUE
1431,-34.902707,-58.097498,Calle 88 esquina 63,Este,Pública (Municipal),2,3,2,Ruta 6,TRUE,TRUE
1432,-34.800506,-57.809405,Calle 48 esquina 106,Este,Pública (Municipal),1,3,2,Ruta 1,TRUE,FALSE
1433,-34.776194,-57.856469,Calle 73 esquina 48,Parque Saavedra,Pública (Municipal),1,4,0,Ruta 11,FALSE,TRUE
1434,-34.876124,-58.046740,Calle 88 esquina 72,Zona Norte,Pública (Municipal),2,2,1,Ruta 15,FALSE,TRUE
1435,-35.046685,-58.022892,Calle 99 esquina 141,Parque Saavedra,Pública (Municipal),3,3,0,Ruta 6,TRUE,FALSE
1436,-34.961632,-57.968550,Calle 21 esquina 32,Este,Pública (Municipal),2,4,0,Ruta 1,TRUE,TRUE
1437,-34.895935,-57.930910,Calle 132 esquina 31,Centro,Pública (Municipal),2,2,0,Ruta 5,FALSE,TRUE
1438,-34.912698,-57.805056,Calle 116 esquina 15,Gonnet,Pública (Municipal),1,4,0,Ruta 16,FALSE,TRUE
1439,-34.994619,-57.831085,Calle 113 esquina 76,Gonnet,Pública (Municipal),2,4,1,Ruta 14,FALSE,TRUE
1440,-34.973558,-58.103573,Calle 83 esquina 28,Villa Elvira,Pública (Municipal),2,1,1,Ruta 12,FALSE,TRUE
1441,-34.997227,-58.020501,Calle 9 esquina 10,Zona Sur,Pública (Municipal),2,1,0,Ruta 7,FALSE,TRUE
1442,-34.952539,-57.888978,Calle 27 esquina 68,Ángel Etcheverry,Pública (Municipal),3,2,1,Ruta 10,FALSE,FALSE
1443,-35.042362,-57.835325,Calle 148 esquina 139,Villa Elvira,Pública (Municipal),1,2,1,Ruta 20,FALSE,FALSE
1444,-35.032064,-57.889561,Calle 147 esquina 46,San Carlos,Pública (Municipal),2,3,1,Ruta 16,TRUE,TRUE
1445,-35.007213,-58.051237,Calle 149 esquina 11,Oeste,Pública (Municipal),3,4,1,Ruta 19,FALSE,FALSE
1446,-34.795141,-57.936171,Calle 97 esquina 111,Ángel Etcheverry,Pública (Municipal),3,2,1,Ruta 7,TRUE,TRUE
1447,-34.850047,-57.942656,Calle 59 esquina 145,Barrio Universitario,Pública (Municipal),2,2,0,Ruta 6,TRUE,FALSE
1448,-34.849657,-57.981183,Calle 132 esquina 61,Barrio Universitario,Pública (Municipal),2,2,2,Ruta 13,FALSE,FALSE
1449,-35.034345,-57.826163,Calle 78 esquina 14,Abella,Pública (Municipal),1,2,1,Ruta 6,FALSE,FALSE
1450,-35.030041,-57.873890,Calle 72 esquina 135,Tolosa,Pública (Municipal),2,1,2,Ruta 3,FALSE,TRUE
1451,-34.814184,-57.904854,Calle 64 esquina 110,Parque Saavedra,Pública (Municipal),2,1,1,Ruta 3,TRUE,TRUE
1452,-34.803076,-57.811654,Calle 45 esquina 120,Gonnet,Pública (Municipal),3,1,1,Ruta 6,FALSE,FALSE
1453,-35.047697,-58.064689,Calle 109 esquina 91,San Carlos,Pública (Municipal),2,1,2,Ruta 8,TRUE,TRUE
1454,-35.026751,-57.860405,Calle 36 esquina 18,Parque Saavedra,Pública (Municipal),2,4,0,Ruta 19,FALSE,TRUE
1455,-35.013261,-58.020960,Calle 49 esquina 95,Barrio Universitario,Pública (Municipal),3,1,0,Ruta 19,TRUE,TRUE
1456,-35.068292,-58.049142,Calle 130 esquina 39,Abella,Pública (Municipal),1,4,0,Ruta 9,TRUE,TRUE
1457,-35.000646,-57.851578,Calle 128 esquina 95,Zona Norte,Pública (Municipal),2,3,1,Ruta 7,FALSE,TRUE
1458,-34.863094,-58.102227,Calle 121 esquina 15,Abella,Pública (Municipal),1,1,2,Ruta 8,TRUE,TRUE
1459,-34.817951,-57.819366,Calle 82 esquina 34,Abella,Pública (Municipal),2,2,1,Ruta 14,FALSE,FALSE
1460,-34.839927,-58.082247,Calle 147 esquina 129,Nueva República,Pública (Municipal),2,3,0,Ruta 10,FALSE,FALSE
1461,-34.869720,-57.902589,Calle 138 esquina 72,Villa Elvira,Pública (Municipal),3,2,1,Ruta 16,TRUE,FALSE
1462,-35.007307,-58.101371,Calle 91 esquina 23,Los Hornos,Pública (Municipal),3,1,0,Ruta 11,FALSE,FALSE
1463,-34.773387,-57.872019,Calle 56 esquina 46,Parque Saavedra,Pública (Municipal),3,1,2,Ruta 9,FALSE,FALSE
1464,-34.979128,-58.067364,Calle 125 esquina 25,Oeste,Pública (Municipal),1,1,0,Ruta 10,TRUE,TRUE
1465,-34.975501,-58.072638,Calle 79 esquina 108,Nueva República,Pública (Municipal),2,3,1,Ruta 9,TRUE,TRUE
1466,-35.021210,-58.085356,Calle 23 esquina 130,Abella,Pública (Municipal),1,3,1,Ruta 5,TRUE,TRUE
1467,-34.897471,-57.929037,Calle 20 esquina 56,Este,Pública (Municipal),3,1,0,Ruta 7,TRUE,TRUE
1468,-34.953759,-58.043345,Calle 22 esquina 91,San Carlos,Pública (Municipal),1,4,0,Ruta 12,FALSE,FALSE
1469,-34.875480,-57.942956,Calle 27 esquina 60,Abella,Pública (Municipal),2,4,1,Ruta 1,FALSE,FALSE
1470,-34.887180,-57.867661,Calle 41 esquina 115,Centro,Pública (Municipal),3,2,2,Ruta 14,FALSE,TRUE
1471,-34.821893,-58.061044,Calle 132 esquina 137,Centro,Pública (Municipal),2,4,0,Ruta 15,FALSE,FALSE
1472,-34.959535,-58.043151,Calle 32 esquina 101,Abella,Pública (Municipal),1,1,0,Ruta 7,TRUE,FALSE
1473,-34.827562,-58.018849,Calle 18 esquina 128,Gonnet,Pública (Municipal),2,2,2,Ruta 9,FALSE,FALSE
1474,-35.028569,-58.089520,Calle 115 esquina 135,Villa Elvira,Pública (Municipal),2,3,2,Ruta 17,TRUE,TRUE
1475,-35.044328,-58.039154,Calle 131 esquina 42,Parque Saavedra,Pública (Municipal),3,1,1,Ruta 10,FALSE,TRUE
1476,-34.995190,-57.915741,Calle 89 esquina 37,Ringuelet,Pública (Municipal),3,1,0,Ruta 5,TRUE,TRUE
1477,-34.896916,-58.064436,Calle 83 esquina 57,Tolosa,Pública (Municipal),2,2,0,Ruta 20,TRUE,TRUE
1478,-34.841887,-57.871884,Calle 63 esquina 140,Villa Elvira,Pública (Municipal),3,2,2,Ruta 2,TRUE,TRUE
1479,-35.003751,-58.070328,Calle 139 esquina 10,Oeste,Pública (Municipal),1,4,0,Ruta 13,TRUE,FALSE
1480,-34.971015,-58.007431,Calle 40 esquina 56,Ringuelet,Pública (Municipal),3,2,0,Ruta 6,TRUE,TRUE
1481,-34.783138,-57.923856,Calle 90 esquina 121,Ringuelet,Pública (Municipal),1,1,1,Ruta 18,FALSE,TRUE
1482,-34.825872,-58.030096,Calle 86 esquina 110,Ángel Etcheverry,Pública (Municipal),3,1,2,Ruta 9,FALSE,FALSE
1483,-34.983808,-57.989135,Calle 47 esquina 130,San Carlos,Pública (Municipal),1,3,0,Ruta 14,FALSE,TRUE
1484,-34.939953,-58.074660,Calle 95 esquina 134,Este,Pública (Municipal),1,3,0,Ruta 15,FALSE,TRUE
1485,-34.779786,-57.852935,Calle 89 esquina 78,Este,Pública (Municipal),2,3,2,Ruta 13,TRUE,TRUE
1486,-34.976815,-57.816550,Calle 92 esquina 85,Nueva República,Pública (Municipal),2,2,2,Ruta 16,TRUE,TRUE
1487,-34.905201,-58.059331,Calle 66 esquina 51,Los Hornos,Pública (Municipal),3,2,2,Ruta 2,FALSE,FALSE
1488,-34.786762,-57.889330,Calle 44 esquina 140,Los Hornos,Pública (Municipal),1,3,1,Ruta 9,FALSE,FALSE
1489,-34.946397,-57.815238,Calle 118 esquina 8,Barrio Universitario,Pública (Municipal),3,4,1,Ruta 13,TRUE,FALSE
1490,-34.945764,-58.019194,Calle 31 esquina 57,Zona Norte,Pública (Municipal),1,1,2,Ruta 20,FALSE,TRUE
1491,-34.781890,-57.898016,Calle 6 esquina 10,Ringuelet,Pública (Municipal),1,1,2,Ruta 5,FALSE,TRUE
1492,-34.999778,-58.064804,Calle 20 esquina 91,Zona Norte,Pública (Municipal),1,2,2,Ruta 17,FALSE,FALSE
1493,-34.963685,-57.928752,Calle 35 esquina 138,Barrio Universitario,Pública (Municipal),1,2,0,Ruta 19,TRUE,FALSE
1494,-34.943831,-58.027692,Calle 49 esquina 133,Gonnet,Pública (Municipal),2,3,2,Ruta 2,FALSE,TRUE
1495,-35.060325,-57.853713,Calle 100 esquina 108,Abella,Pública (Municipal),3,2,1,Ruta 11,TRUE,FALSE
1496,-34.851910,-57.905644,Calle 140 esquina 20,Villa Elvira,Pública (Municipal),2,1,1,Ruta 16,TRUE,TRUE
1497,-34.962093,-57.862045,Calle 91 esquina 32,Tolosa,Pública (Municipal),3,3,0,Ruta 7,TRUE,TRUE
1498,-34.855070,-58.013452,Calle 137 esquina 149,Zona Norte,Pública (Municipal),2,3,1,Ruta 4,TRUE,FALSE
1499,-34.985140,-57.878094,Calle 139 esquina 115,Barrio Universitario,Pública (Municipal),3,2,1,Ruta 16,TRUE,FALSE
